published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-03-29,300.00,330.00,300.00,330.00,10.00,190.00,61210.00,1
2026-03-30,335.50,363.00,335.50,363.00,10.00,150.00,53481.00,1
2026-03-31,370.00,399.30,370.00,399.30,10.00,170.00,66864.00,1
2026-04-01,400.50,439.20,400.50,439.20,9.99,150.00,64371.00,1
2026-04-02,445.00,483.10,445.00,483.10,10.00,270.00,129055.00,1
2026-04-05,492.70,531.40,492.70,531.40,10.00,440.00,232864.00,1
2026-04-06,542.00,584.50,542.00,584.50,9.99,430.00,250291.00,1
2026-04-07,596.10,642.90,596.10,642.90,9.99,510.00,326730.00,1
2026-04-08,655.70,707.10,655.70,707.10,9.99,830.00,585632.00,1
2026-04-09,721.20,777.80,721.20,777.80,10.00,1200.00,931406.00,1
2026-04-10,793.30,855.50,793.30,855.50,9.99,1290.00,1102068.00,1
2026-04-13,872.60,941.00,872.60,941.00,9.99,1960.00,1841999.00,1
2026-04-14,872.60,941.00,872.60,941.00,9.99,1960.00,1841999.00,1
2026-04-15,959.80,1035.10,959.80,1035.10,10.00,2500.00,2585900.00,1
2026-04-16,1055.00,1138.60,1055.00,1138.60,10.00,3660.00,4165214.00,1
2026-04-17,1116.10,1252.40,1116.10,1252.40,9.99,12230.00,15312116.00,1
2026-04-20,1315.00,1440.20,1207.00,1390.00,10.99,140360.00,185875315.80,1
2026-04-21,1455.00,1592.30,1310.00,1400.00,0.72,62780.00,91310426.50,1
2026-04-22,1428.00,1430.00,1265.00,1352.00,-3.43,71250.00,93203007.00,-1
2026-04-23,1352.00,1431.70,1260.20,1279.90,-5.33,88355.00,115359676.30,-1
2026-04-24,1279.90,1340.00,1242.00,1321.10,3.22,46369.00,60479679.30,1
2026-04-27,1321.10,1354.00,1275.00,1276.00,-3.41,43856.00,57379996.60,-1
2026-04-28,1270.00,1290.00,1145.00,1145.00,-10.27,54167.00,66392969.10,-1
2026-04-29,1145.00,1202.20,1100.00,1131.00,-1.22,51593.00,59629831.00,-1
2026-04-30,1131.00,1175.00,1080.10,1150.00,1.68,34662.00,38873294.90,1
2026-05-01,1131.00,1175.00,1080.10,1150.00,1.68,34662.00,38873294.90,1
2026-05-04,1150.00,1180.00,1118.00,1131.00,-1.65,35656.00,40706168.00,-1
