published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-05-05,1140.00,1160.00,1110.60,1145.00,1.24,44625.00,50862101.60,1
2026-05-06,1150.00,1214.60,1125.00,1175.00,2.62,31627.00,36918138.30,1
2026-05-07,1175.00,1175.00,1130.10,1160.00,-1.28,20584.00,23714134.70,-1
2026-05-08,1118.00,1199.90,1118.00,1170.00,0.86,34019.00,40169731.40,1
2026-05-11,1228.50,1228.50,1168.00,1168.00,-0.17,17610.00,20800160.50,-1
2026-05-12,1198.00,1198.00,1105.00,1108.00,-5.14,22120.00,24949871.40,-1
2026-05-13,1095.00,1095.00,1045.00,1054.00,-4.87,24683.00,26545867.60,-1
2026-05-14,1070.00,1070.00,975.00,1004.00,-4.74,24421.00,24551774.20,-1
2026-05-15,1004.00,1030.00,985.00,997.00,-0.70,15358.00,15382192.00,-1
2026-05-18,978.00,1026.90,978.00,1000.00,0.30,12055.00,12112652.80,1
2026-05-19,1000.00,1030.00,985.10,986.50,-1.35,11571.00,11503999.40,-1
2026-05-20,975.00,1017.00,975.00,1010.00,2.38,10983.00,10984990.00,1
2026-05-21,1000.10,1025.00,979.40,999.00,-1.09,20255.00,20228265.80,-1
2026-05-22,985.00,1027.00,975.00,1026.90,2.79,12636.00,12777060.40,1
2026-05-25,1026.00,1098.00,1026.00,1080.20,5.19,28764.00,31092342.80,1
2026-05-27,1027.10,1085.00,1027.10,1075.00,-0.46,12266.00,13113942.00,-1
2026-05-28,1027.10,1085.00,1027.10,1075.00,-0.46,12266.00,13113942.00,-1
2026-05-29,1027.10,1085.00,1027.10,1075.00,-0.46,12266.00,13113942.00,-1
2026-06-01,1075.00,1099.00,1007.00,1025.00,-4.65,18907.00,19594313.00,-1
2026-06-02,1020.00,1029.00,974.10,1010.00,-1.46,21448.00,21586353.30,-1
2026-06-03,1000.00,1015.00,980.00,990.00,-1.98,18986.00,18925811.90,-1
2026-06-04,982.20,1003.60,951.60,965.00,-2.53,15794.00,15475069.50,-1
2026-06-05,965.00,970.00,919.60,928.00,-3.83,25466.00,23836033.80,-1
2026-06-08,970.00,970.00,890.30,899.00,-3.13,14681.00,13217728.60,-1
2026-06-09,882.30,910.00,875.10,910.00,1.22,16963.00,15110058.40,1
2026-06-10,910.00,955.00,910.00,947.90,4.16,10719.00,10052781.40,1
2026-06-11,995.20,995.20,900.30,925.00,-2.42,9729.00,9019405.70,-1
2026-06-12,901.00,922.00,900.10,922.00,-0.32,6556.00,5965006.50,-1
2026-06-15,920.00,945.00,904.70,924.00,0.22,8698.00,8021791.50,1
2026-06-16,937.90,937.90,903.20,906.30,-1.92,6077.00,5522419.00,-1
2026-06-17,905.00,920.00,895.00,903.80,-0.28,7163.00,6477527.80,-1
2026-06-18,901.10,908.90,892.00,905.00,0.13,4634.00,4163263.00,1
2026-06-19,894.70,915.00,894.70,910.00,0.55,6632.00,6009545.20,1
2026-06-22,910.00,930.00,910.00,923.60,1.49,8263.00,7588232.30,1
2026-06-23,900.10,905.00,889.00,890.00,-3.64,8594.00,7697850.70,-1
2026-06-24,880.00,898.00,857.00,887.00,-0.34,10346.00,9024431.40,-1
2026-06-25,887.00,887.00,861.00,870.10,-1.91,5387.00,4694360.50,-1
2026-06-26,862.00,874.50,853.50,870.00,-0.01,3663.00,3162288.50,-1
2026-06-29,870.00,870.00,840.00,867.00,-0.34,5587.00,4751232.00,-1
2026-06-30,842.10,858.00,841.00,851.00,-1.85,11107.00,9441642.90,-1
2026-07-01,830.00,880.00,830.00,860.10,1.07,4141.00,3560202.00,1
2026-07-02,848.00,864.50,845.00,858.00,-0.24,4228.00,3596899.30,-1
2026-07-03,850.00,869.10,839.00,860.00,0.23,7183.00,6197531.00,1
2026-07-06,850.00,885.80,835.10,845.00,-1.74,4841.00,4121850.50,-1
2026-07-07,830.00,850.00,830.00,840.00,-0.59,3582.00,3003799.00,-1
2026-07-08,860.00,860.00,801.00,809.00,-3.69,7238.00,5915565.20,-1
2026-07-09,800.00,823.00,768.00,768.00,-5.07,5453.00,4277265.20,-1
2026-07-10,768.00,790.00,751.10,755.00,-1.69,5519.00,4252488.10,-1
2026-07-13,738.00,756.00,735.00,735.00,-2.65,15101.00,11162251.00,-1
2026-07-14,720.10,733.00,700.40,733.00,-0.27,9458.00,6804251.90,-1
2026-07-15,733.00,752.90,725.00,743.80,1.47,8733.00,6476695.00,1
2026-07-16,743.80,750.00,696.00,713.00,-4.14,7825.00,5613004.20,-1
2026-07-17,740.00,799.00,731.10,799.00,12.06,20326.00,15359848.30,1
2026-07-20,820.00,916.00,785.00,916.00,14.64,31692.00,27417767.70,1
2026-07-21,940.00,950.00,880.10,905.00,-1.20,19232.00,17568047.20,-1
2026-07-22,888.10,913.00,867.00,893.90,-1.23,14317.00,12589996.60,-1
2026-07-23,867.10,948.40,867.10,940.00,5.16,19571.00,17847418.40,1
2026-07-24,867.10,948.40,867.10,940.00,5.16,19571.00,17847418.40,1
2026-07-27,941.00,970.00,877.00,890.10,-8.24,14627.00,13485912.20,-1
2026-07-28,863.40,929.00,846.00,905.00,1.67,13773.00,12178319.70,1
2026-07-29,877.90,910.00,867.00,899.00,-0.66,4575.00,4086727.00,-1
2026-07-30,875.40,903.00,850.00,867.80,-3.47,11208.00,9701454.70,-1
2026-07-31,848.00,890.00,847.40,885.70,2.06,6130.00,5373243.80,1
2026-08-03,865.00,916.00,865.00,909.90,2.73,17588.00,15844224.20,1
2026-08-04,890.00,915.00,880.00,905.00,-0.54,8017.00,7169234.00,-1
2026-08-05,878.00,900.00,878.00,898.00,-0.77,6282.00,5599042.50,-1
2026-08-06,885.00,905.00,885.00,886.00,-1.34,3583.00,3197631.50,-1
2026-08-07,928.00,928.00,877.00,890.00,0.45,4579.00,4042117.80,1
2026-08-10,889.00,890.00,866.00,867.00,-2.58,3697.00,3226179.00,-1
2026-08-11,867.00,874.00,855.10,863.00,-0.46,3805.00,3285450.00,-1
2026-08-12,865.00,906.00,826.00,855.00,-0.93,18108.00,15469675.60,-1
2026-08-13,850.10,861.00,838.30,855.00,0.00,3485.00,2971811.00,0
2026-08-14,853.00,890.00,853.00,890.00,4.09,10283.00,8976033.70,1
2026-08-17,870.00,899.70,870.00,899.70,1.09,4660.00,4114818.60,1
2026-08-18,899.70,920.00,860.00,920.00,2.26,23257.00,20738604.80,1
2026-08-19,920.00,920.00,853.50,888.90,-3.38,8109.00,7232693.50,-1
2026-08-20,888.00,925.00,867.00,925.00,4.06,29089.00,25768894.40,1
2026-08-21,925.00,940.00,901.00,925.90,0.10,16181.00,14827300.70,1
2026-08-24,900.00,993.00,880.00,910.00,-1.72,29515.00,26575935.30,-1
2026-08-25,864.50,896.00,850.00,874.90,-3.86,21652.00,18758687.50,-1
2026-08-26,831.20,908.00,829.00,853.00,-2.50,17276.00,14515904.00,-1
