published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-07-15,1120.00,1120.00,1108.10,1108.30,-1.04,133.00,148087.00,-1
2026-07-16,1108.30,1109.00,1107.30,1119.00,0.97,128.00,141869.50,1
2026-07-17,1105.00,1108.00,1085.00,1106.00,-1.16,619.00,680260.80,-1
2026-07-20,1090.10,1100.00,1089.10,1100.00,-0.54,200.00,219480.00,-1
2026-07-21,1100.00,1107.00,1086.10,1090.00,-0.91,634.00,696102.00,-1
2026-07-22,1090.00,1103.00,1088.00,1091.00,0.09,491.00,539209.50,1
2026-07-23,1106.00,1123.70,1106.00,1120.00,2.66,385.00,431160.00,1
2026-07-24,1106.00,1123.70,1106.00,1120.00,2.66,385.00,431160.00,1
2026-07-27,1100.00,1101.00,1097.00,1097.60,-0.31,95.00,104406.00,-1
2026-07-28,1086.00,1097.00,1086.00,1098.00,0.04,170.00,186138.00,1
2026-07-29,1092.70,1100.00,1092.70,1100.00,0.18,170.00,186497.50,1
2026-07-30,1099.00,1100.00,1090.60,1092.30,-0.70,225.00,246671.50,-1
2026-07-31,1092.30,1093.20,1091.10,1093.20,0.08,60.00,65530.50,1
2026-08-03,1095.00,1101.00,1085.00,1101.00,0.71,200.00,219125.00,1
2026-08-04,1100.00,1100.00,1092.00,1092.00,-0.82,50.00,54800.00,-1
2026-08-05,1082.00,1082.00,1082.00,1082.00,-0.92,25.00,27050.00,-1
2026-08-06,1081.10,1090.00,1081.10,1090.00,0.74,150.00,162932.50,1
2026-08-07,1085.00,1092.00,1085.00,1092.00,0.18,222.00,241585.00,1
2026-08-10,1064.20,1064.20,1064.20,1064.20,-2.55,25.00,26605.00,-1
2026-08-12,1077.10,1077.40,1077.10,1077.40,1.24,50.00,53862.50,1
2026-08-13,1077.40,1100.00,1077.40,1092.00,1.36,275.00,300510.00,1
2026-08-14,1080.00,1092.00,1080.00,1092.00,0.00,100.00,108775.00,0
2026-08-17,1092.00,1092.00,1082.00,1082.00,-0.92,50.00,54350.00,-1
