published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2026-04-10,284.30,312.70,284.30,312.70,9.99,140.00,42647.00,1
2026-04-13,312.10,343.90,312.10,343.90,9.98,230.00,77502.00,1
2026-04-14,312.10,343.90,312.10,343.90,9.98,230.00,77502.00,1
2026-04-15,340.60,378.20,340.60,378.20,9.97,280.00,104683.00,1
2026-04-16,372.50,416.00,372.50,416.00,9.99,200.00,81729.00,1
2026-04-17,424.30,457.60,424.30,457.60,10.00,220.00,97854.00,1
2026-04-20,471.30,526.20,471.30,526.20,14.99,380.00,198622.00,1
2026-04-21,528.70,605.10,528.70,605.10,14.99,580.00,347240.00,1
2026-04-22,623.20,695.80,623.20,695.80,14.99,780.00,540960.00,1
2026-04-23,730.50,800.10,730.50,800.10,14.99,1640.00,1309327.00,1
2026-04-24,840.10,920.10,840.10,920.10,15.00,1800.00,1652921.00,1
2026-04-27,966.10,1058.10,966.10,1058.10,15.00,4380.00,4630728.00,1
2026-04-28,1111.00,1216.80,1000.10,1002.00,-5.30,128510.00,143329950.60,-1
2026-04-29,1002.00,1002.00,891.00,902.60,-9.92,126545.00,116346783.00,-1
2026-04-30,876.00,1028.00,854.00,974.00,7.91,62190.00,57453261.00,1
2026-05-01,876.00,1028.00,854.00,974.00,7.91,62190.00,57453261.00,1
2026-05-04,974.00,1003.20,902.00,905.00,-7.08,37868.00,35053018.00,-1
2026-05-05,859.80,909.40,859.80,900.00,-0.55,43463.00,38644330.50,-1
2026-05-06,875.00,898.00,855.00,865.00,-3.89,24250.00,21107580.00,-1
2026-05-07,865.00,889.00,830.40,832.00,-3.82,20929.00,17539363.80,-1
2026-05-08,830.00,888.00,825.10,856.00,2.88,27199.00,23620884.00,1
2026-05-11,860.00,895.00,860.00,867.30,1.32,29500.00,26011924.60,1
2026-05-12,867.00,896.00,833.10,839.00,-3.26,28867.00,24673471.50,-1
2026-05-13,830.00,848.90,815.00,816.00,-2.74,23200.00,19027084.60,-1
2026-05-14,815.00,828.90,792.00,797.00,-2.33,20520.00,16542168.80,-1
2026-05-15,806.00,824.00,793.00,799.00,0.25,18488.00,14869196.20,1
2026-05-18,799.00,820.00,785.00,785.10,-1.74,14531.00,11525492.70,-1
2026-05-19,780.00,790.00,760.10,768.00,-2.18,23474.00,17995523.60,-1
2026-05-20,750.40,815.00,750.40,815.00,6.12,22701.00,17994617.50,1
2026-05-21,824.00,824.00,790.20,799.00,-1.96,15845.00,12742556.30,-1
2026-05-22,765.00,822.00,765.00,815.00,2.00,27362.00,22039483.80,1
2026-05-25,815.00,860.00,810.00,848.20,4.07,41090.00,34726547.60,1
2026-05-27,791.10,842.90,791.10,830.00,-0.24,22973.00,19124439.80,-1
2026-05-28,791.10,842.90,791.10,830.00,-0.24,22973.00,19124439.80,-1
2026-05-29,791.10,842.90,791.10,830.00,-0.24,22973.00,19124439.80,-1
2026-06-01,825.00,829.00,790.70,797.00,-3.98,26402.00,21270788.70,-1
2026-06-02,795.00,800.00,787.00,796.60,-0.05,18633.00,14794641.60,-1
2026-06-03,792.00,815.00,778.00,783.00,-1.71,17641.00,13959296.10,-1
2026-06-04,776.10,795.00,776.10,787.00,0.51,13445.00,10582055.30,1
2026-06-05,748.20,790.00,748.20,773.00,-1.78,13831.00,10674706.50,-1
2026-06-08,745.00,775.00,745.00,758.00,-1.94,17834.00,13601418.70,-1
2026-06-09,758.00,771.90,745.00,769.00,1.45,19013.00,14365026.20,1
2026-06-10,770.00,792.00,760.00,770.00,0.13,23656.00,18417147.20,1
2026-06-11,770.00,788.00,755.40,760.00,-1.30,12395.00,9548552.60,-1
2026-06-12,758.10,770.00,750.00,753.00,-0.92,9839.00,7421683.60,-1
